log_q,log_p,log_y,share,log_hhsize,log_driver,log_hhr_age,total_wrkr,publictransit_d,cl5_smtown_d,cl5_suburban_d,cl5_secondcity_d,cl5_urban_d,popdensity_d2,popdensity_d3,popdensity_d4,popdensity_d5,popdensity_d6,popdensity_d7,popdensity_d8,state_fips,distance_oil1000
6.3451033,0.3258339,11.407565,0.008768164,1.0986123,0.6931472,3.7612002,2,1,0,0,0,1,0,0,0,0,0,1,0,25,2.334138
7.7990274,0.32592434,11.258033,0.04358329,1.609438,1.0986123,2.8903718,4,1,1,0,0,0,0,0,1,0,0,0,0,25,2.334138
6.5605,0.32585162,11.695247,0.008156866,1.3862944,0.6931472,3.8918202,2,0,0,1,0,0,0,0,0,1,0,0,0,25,2.334138
7.9350076,0.32592165,11.695247,0.032247398,1.3862944,1.0986123,4.248495,2,1,1,0,0,0,1,0,0,0,0,0,0,25,2.334138
6.8328013,0.32586777,11.695247,0.010709995,1.3862944,0.6931472,3.583519,2,1,0,1,0,0,0,0,0,1,0,0,0,25,2.334138
6.265662,0.32587993,10.868568,0.013883884,1.0986123,0.6931472,3.1780539,2,1,0,0,1,0,0,0,0,0,1,0,0,25,2.334138
6.5596533,0.3258189,11.695247,0.008149694,1.3862944,0.6931472,3.8066626,1,1,1,0,0,0,0,1,0,0,0,0,0,25,2.334138
7.023047,0.32587674,11.407565,0.017272476,1.3862944,0.6931472,3.6109178,2,1,1,0,0,0,0,0,0,1,0,0,0,25,2.334138
7.228074,0.32592252,11.191341,0.026322134,1.7917595,0.6931472,3.713572,2,1,0,1,0,0,0,0,1,0,0,0,0,25,2.334138
8.693719,0.32595402,10.532096,0.22037522,1.609438,1.3862944,4.0430512,4,0,1,0,0,0,1,0,0,0,0,0,0,25,2.334138
7.035425,0.32590118,10.532096,0.041971266,1.0986123,0.6931472,3.6888795,2,1,1,0,0,0,0,1,0,0,0,0,0,25,2.334138
6.5855865,0.32581142,11.191341,0.013843441,1.3862944,0.6931472,3.6109178,2,1,0,0,1,0,0,0,0,0,0,1,0,25,2.334138
6.605753,0.32586297,11.407565,0.011379417,1.609438,0.6931472,3.8066626,2,1,0,1,0,0,0,0,0,1,0,0,0,25,2.334138
5.7463684,0.32588542,10.388995,0.013343293,1.0986123,0,3.4011974,2,1,0,1,0,0,0,0,0,0,1,0,0,25,2.334138
7.240876,0.32591262,11.119883,0.028635899,1.0986123,0.6931472,3.4339871,2,0,0,1,0,0,0,0,1,0,0,0,0,25,2.334138
4.870413,0.32564977,10.388995,0.005555689,1.3862944,1.0986123,2.944439,2,1,0,0,0,1,0,0,0,0,1,0,0,25,2.334138
6.952349,0.32601604,10.221941,0.05267702,1.609438,0.6931472,3.871201,1,0,1,0,0,0,0,1,0,0,0,0,0,25,2.334138
6.731323,0.3258634,10.868568,0.022117589,1.3862944,0.6931472,3.8286414,2,1,0,1,0,0,0,0,1,0,0,0,0,25,2.334138
6.6337895,0.3258689,10.768485,0.022174181,1.3862944,0.6931472,3.583519,2,1,1,0,0,0,0,0,1,0,0,0,0,25,2.334138
7.463387,0.32590073,10.388995,0.074295305,1.609438,1.0986123,3.465736,1,1,1,0,0,0,0,0,1,0,0,0,0,25,2.334138
7.4500623,0.3258985,11.695247,0.019855259,1.3862944,0.6931472,3.5553482,2,1,1,0,0,0,1,0,0,0,0,0,0,25,2.334138
7.2167063,0.32592303,11.258033,0.024345601,1.3862944,0.6931472,3.5263605,2,1,0,1,0,0,0,0,0,0,1,0,0,25,2.334138
8.653742,0.32595024,11.258033,0.10245398,1.7917595,0.6931472,3.637586,2,1,1,0,0,0,1,0,0,0,0,0,0,25,2.334138
7.1820827,0.32587916,11.258033,0.023516065,1.609438,1.0986123,3.8066626,4,1,1,0,0,0,0,0,0,1,0,0,0,25,2.334138
6.7947283,0.32671344,11.258033,0.01597722,1.0986123,0.6931472,3.9512436,1,0,0,1,0,0,0,0,0,1,0,0,0,25,2.334138
6.5571604,0.3258356,10.768485,0.020537784,1.3862944,0.6931472,3.4965076,2,0,0,1,0,0,0,1,0,0,0,0,0,25,2.334138
7.594795,0.32592362,10.95954,0.047891304,1.609438,1.0986123,3.4965076,3,1,0,0,1,0,0,0,0,1,0,0,0,25,2.334138
6.2950583,0.32579404,10.388995,0.023094911,1.609438,0.6931472,3.8066626,1,1,0,0,1,0,0,0,0,0,1,0,0,25,2.334138
7.238559,0.32592124,10.95954,0.033538528,1.0986123,0,3.6635616,2,1,0,0,1,0,0,0,0,0,1,0,0,25,2.334138
7.392918,0.32589215,11.695247,0.018752337,1.3862944,0.6931472,3.7376697,2,1,1,0,0,0,0,0,0,1,0,0,0,25,2.334138
6.7749586,0.32588276,11.695247,0.010108227,1.3862944,0.6931472,3.4339871,1,1,0,0,1,0,0,0,1,0,0,0,0,25,2.334138
7.568356,0.32591805,11.407565,0.029798694,1.0986123,0.6931472,3.8286414,2,1,1,0,0,0,1,0,0,0,0,0,0,25,2.334138
7.1368804,0.32591048,11.258033,0.022477463,1.3862944,0.6931472,3.8501475,1,1,1,0,0,0,0,1,0,0,0,0,0,25,2.334138
5.4948564,0.32611474,11.407565,0.003747771,1.0986123,0.6931472,3.8066626,2,1,0,1,0,0,0,0,0,0,1,0,0,25,2.334138
6.2386975,0.3257765,10.95954,0.012338064,1.3862944,0.6931472,3.583519,2,1,0,1,0,0,0,0,0,1,0,0,0,25,2.334138
7.686553,0.32589945,9.433484,0.24146485,1.3862944,1.0986123,4.406719,2,0,1,0,0,0,1,0,0,0,0,0,0,25,2.334138
6.802066,0.32588905,10.95954,0.021675225,1.7917595,0.6931472,3.7376697,1,1,0,1,0,0,0,0,0,0,0,1,0,25,2.334138
7.133425,0.32589927,11.407565,0.019288613,1.3862944,0.6931472,3.6888795,2,1,0,1,0,0,0,1,0,0,0,0,0,25,2.334138
7.588719,0.32593843,11.407565,0.030412318,1.0986123,0.6931472,3.6888795,2,1,0,0,1,0,0,0,0,0,1,0,0,25,2.334138
7.198465,0.32591262,11.191341,0.025553921,1.3862944,1.0986123,3.7612002,3,1,0,1,0,0,0,0,0,0,1,0,0,25,2.334138
7.1301293,0.3259115,11.695247,0.01441903,1.3862944,0.6931472,3.637586,2,1,0,1,0,0,0,0,1,0,0,0,0,25,2.334138
7.45872,0.32595265,10.388995,0.073953226,1.0986123,0.6931472,3.4965076,2,0,0,1,0,0,0,0,0,0,1,0,0,25,2.334138
6.6594806,0.32584602,10.388995,0.033251055,1.0986123,0.6931472,3.637586,2,1,1,0,0,0,0,0,0,0,1,0,0,25,2.334138
7.1062045,0.3259011,10.868568,0.0321783,1.7917595,1.3862944,3.9512436,3,0,0,1,0,0,0,0,0,1,0,0,0,25,2.334138
7.1071806,0.32590032,11.695247,0.014091742,1.3862944,0.6931472,3.6888795,1,1,1,0,0,0,1,0,0,0,0,0,0,25,2.334138
7.08579,0.32591262,11.042922,0.026483884,1.3862944,0.6931472,3.637586,2,1,1,0,0,0,1,0,0,0,0,0,0,25,2.334138
7.0248876,0.32590625,10.868568,0.029665377,1.3862944,0.6931472,3.7376697,2,1,0,1,0,0,0,0,1,0,0,0,0,25,2.334138
7.544493,0.32592672,11.258033,0.03378923,1.3862944,0.6931472,3.6109178,2,1,1,0,0,0,0,0,0,1,0,0,0,25,2.334138
6.8899713,0.32592872,11.407565,0.015121085,1.3862944,0.6931472,3.713572,1,1,1,0,0,0,1,0,0,0,0,0,0,25,2.334138
7.9352736,0.27861533,10.95954,0.06420646,1.3862944,0.6931472,3.6888795,2,0,0,1,0,0,0,0,1,0,0,0,0,26,1.8526214
5.4689817,0.27852094,11.119883,0.004643066,1.609438,0.6931472,3.6109178,1,0,1,0,0,0,0,0,1,0,0,0,0,26,1.8526214
7.921022,0.27862298,11.407565,0.040440645,1.3862944,0.6931472,3.6635616,2,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
8.496667,0.27864283,11.407565,0.07191611,1.7917595,0.6931472,3.3672957,2,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
7.7141657,0.2785941,10.532096,0.07891876,1.609438,1.609438,3.6888795,4,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
7.8055997,0.27863228,11.407565,0.03603254,1.0986123,0.6931472,3.2580965,2,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
7.7758203,0.27860296,10.95954,0.054742392,1.0986123,1.0986123,3.871201,2,0,1,0,0,0,0,0,1,0,0,0,0,26,1.8526214
7.69712,0.27864248,11.695247,0.024246465,1.0986123,0.6931472,3.7841897,2,0,0,0,1,0,1,0,0,0,0,0,0,26,1.8526214
8.0560465,0.27861568,11.407565,0.04628661,1.0986123,0.6931472,3.465736,1,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.125674,0.278596,11.191341,0.022661855,1.0986123,1.0986123,3.713572,3,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
7.649274,0.27862236,11.407565,0.030817615,1.3862944,0.6931472,3.465736,2,0,0,1,0,0,0,0,1,0,0,0,0,26,1.8526214
8.102009,0.2786301,11.407565,0.04846437,1.609438,0.6931472,3.6109178,2,0,0,1,0,0,0,0,1,0,0,0,0,26,1.8526214
6.938351,0.27855432,11.407565,0.0151363,1.3862944,0.6931472,3.465736,2,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.5119977,0.27886727,11.695247,0.020153407,1.609438,1.3862944,4.0943446,5,0,0,0,1,0,0,0,0,0,1,0,0,26,1.8526214
7.583408,0.27857038,11.258033,0.033505186,1.609438,1.3862944,3.8066626,2,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
6.8303895,0.27854034,10.221941,0.044466842,1.3862944,0.6931472,3.7841897,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
6.9325924,0.27858418,10.657259,0.03187023,1.3862944,0.6931472,3.4339871,2,0,1,0,0,0,0,0,1,0,0,0,0,26,1.8526214
6.7171507,0.27855143,11.407565,0.012132558,1.7917595,1.0986123,3.6888795,3,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.589627,0.27861124,11.407565,0.029032866,1.609438,0.6931472,4.0430512,2,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
6.8775487,0.27873448,10.868568,0.024421653,1.0986123,0.6931472,3.7841897,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
7.2211404,0.27857924,10.532096,0.04820095,1.7917595,0.6931472,3.218876,2,0,1,0,0,0,0,0,0,0,1,0,0,26,1.8526214
6.8066483,0.27858365,10.768485,0.02514106,1.609438,1.0986123,3.7376697,4,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
7.2885756,0.27855703,10.868568,0.036830243,1.3862944,1.0986123,3.713572,1,0,1,0,0,0,0,0,0,0,0,0,0,26,1.8526214
5.64479,0.2784871,11.407565,0.004151491,1.609438,1.0986123,3.5553482,1,0,1,0,0,0,0,0,1,0,0,0,0,26,1.8526214
7.370434,0.27860287,11.258033,0.027079007,1.3862944,0.6931472,3.988984,2,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
6.8319254,0.2785756,10.868568,0.023328777,1.3862944,0.6931472,3.583519,2,0,0,1,0,0,0,0,1,0,0,0,0,26,1.8526214
7.061563,0.27859166,11.258033,0.019883228,1.3862944,0.6931472,3.7841897,2,0,0,1,0,0,0,0,1,0,0,0,0,26,1.8526214
7.291754,0.2786034,11.042922,0.031037321,1.3862944,1.0986123,3.8066626,3,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.5985894,0.27861315,11.695247,0.021970728,1.609438,0.6931472,3.637586,1,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.331873,0.2786127,10.868568,0.03846206,1.0986123,0.6931472,3.465736,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
5.1834083,0.2799989,9.433484,0.01887198,1.7917595,0.6931472,3.5263605,2,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
7.483307,0.27860945,11.042922,0.037590437,1.0986123,0.6931472,4.060443,2,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
6.228239,0.27885067,10.95954,0.011649985,1.609438,1.0986123,4.1108737,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
7.648784,0.27861854,10.95954,0.048212472,1.0986123,0.6931472,3.2580965,2,0,0,1,0,0,0,1,0,0,0,0,0,26,1.8526214
7.4619126,0.2786052,11.695247,0.019163862,1.0986123,0.6931472,3.9512436,2,0,0,1,0,0,0,0,1,0,0,0,0,26,1.8526214
6.8257813,0.27857164,10.221941,0.04426378,1.0986123,0.6931472,4.3694477,1,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
6.371637,0.27857146,9.433484,0.061835628,1.3862944,0.6931472,3.1354942,0,0,0,0,1,0,0,0,1,0,0,0,0,26,1.8526214
7.155293,0.2786007,10.657259,0.0398208,1.0986123,0.6931472,3.637586,2,0,1,0,0,0,0,0,1,0,0,0,0,26,1.8526214
7.9544992,0.27863804,11.695247,0.031363524,1.3862944,0.6931472,3.6888795,1,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
7.7656584,0.27859375,11.258033,0.0402043,1.7917595,1.609438,4.0073333,4,0,0,1,0,0,1,0,0,0,0,0,0,26,1.8526214
6.2782893,0.27866215,9.433484,0.056329753,1.609438,0.6931472,3.5553482,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
6.7501793,0.2785378,11.258033,0.014562344,1.0986123,0.6931472,3.4011974,1,0,1,0,0,0,0,0,1,0,0,0,0,26,1.8526214
7.266605,0.2785712,11.695247,0.015763294,1.609438,0.6931472,3.5553482,1,0,1,0,0,0,0,0,1,0,0,0,0,26,1.8526214
7.77847,0.2786191,11.407565,0.03506766,1.0986123,0.6931472,3.7612002,2,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
7.0899158,0.27859834,10.657259,0.03730062,1.3862944,0.6931472,3.3322046,2,0,0,0,1,0,0,0,0,0,1,0,0,26,1.8526214
7.4331336,0.278584,11.407565,0.024826413,1.7917595,1.0986123,2.9957323,3,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
6.756513,0.2785777,10.95954,0.01975301,1.0986123,0.6931472,3.5263605,1,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.7107553,0.27861476,10.532096,0.0786517,1.609438,0.6931472,3.637586,1,0,1,0,0,0,0,0,0,0,0,0,0,26,1.8526214
7.681154,0.27861783,10.768485,0.06028251,1.3862944,0.6931472,3.2580965,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
7.9792495,0.27862838,11.695247,0.03214915,1.609438,0.6931472,3.7841897,2,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.4242144,0.2785971,11.407565,0.024606282,1.609438,0.6931472,3.4965076,1,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.5651155,0.278586,9.769957,0.14569283,1.609438,0.6931472,3.583519,2,0,0,1,0,0,1,0,0,0,0,0,0,26,1.8526214
5.77998,0.27855387,11.695247,0.003564565,1.3862944,1.3862944,3.7612002,3,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.144156,0.27859628,11.407565,0.018595928,1.609438,0.6931472,3.6888795,1,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.2520685,0.27859682,10.95954,0.032423396,1.0986123,0.6931472,3.2580965,2,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.3029046,0.278595,11.695247,0.016346404,1.609438,0.6931472,3.5553482,1,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.3660326,0.27859384,11.407565,0.023215417,1.0986123,0.6931472,3.465736,2,0,1,0,0,0,0,0,1,0,0,0,0,26,1.8526214
7.395535,0.27861613,10.768485,0.045305192,1.609438,0.6931472,3.6635616,3,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.0466623,0.27855584,11.258033,0.01958845,1.0986123,0.6931472,3.8501475,1,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.613181,0.27860358,10.868568,0.050956447,1.0986123,0.6931472,3.871201,1,0,0,0,0,1,0,0,1,0,0,0,0,26,1.8526214
7.5594406,0.27876037,11.191341,0.034974325,1.609438,1.0986123,3.7612002,3,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.2688046,0.27856162,10.768485,0.039910387,1.609438,1.0986123,3.6888795,3,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
7.7679296,0.27861,10.768485,0.065746725,1.3862944,0.6931472,3.8286414,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
6.512431,0.27853042,10.532096,0.023727162,1.3862944,0.6931472,3.3672957,2,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
7.1673193,0.27860448,10.95954,0.029788993,1.0986123,0.6931472,3.218876,2,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
7.6395755,0.27861026,11.119883,0.04069309,1.609438,1.0986123,3.7376697,1,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
7.642174,0.27861124,11.258033,0.03553461,1.0986123,0.6931472,4.0775375,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
7.3199043,0.27860215,11.695247,0.016626783,1.0986123,0.6931472,3.7841897,1,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
7.275933,0.27856958,11.695247,0.015911002,1.3862944,0.6931472,3.9512436,2,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
7.674437,0.27914008,10.768485,0.059910234,1.609438,1.0986123,3.8066626,3,0,0,0,1,0,0,0,0,0,1,0,0,26,1.8526214
7.320315,0.2786173,10.532096,0.05322835,1.0986123,0.6931472,3.3672957,2,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
6.733569,0.2785683,11.119883,0.016444812,1.3862944,0.6931472,3.6635616,1,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.521222,0.2785703,11.119883,0.03614957,1.609438,1.3862944,3.8286414,2,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.687435,0.27859744,10.388995,0.08865855,1.609438,0.6931472,3.637586,2,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
8.042903,0.27920663,11.695247,0.03428192,1.609438,0.6931472,3.4011974,2,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.151077,0.27871796,11.695247,0.014045515,1.3862944,1.0986123,3.3322046,3,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.133697,0.27859655,11.407565,0.018402455,1.3862944,0.6931472,3.637586,1,0,0,1,0,0,0,1,0,0,0,0,0,26,1.8526214
7.8742642,0.27862072,11.407565,0.038593177,1.3862944,0.6931472,3.4965076,2,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.0770802,0.278586,10.532096,0.04173438,1.3862944,0.6931472,3.6109178,2,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
6.1488013,0.2785139,10.768485,0.013021289,1.0986123,0.6931472,3.6888795,2,0,0,1,0,0,0,0,1,0,0,0,0,26,1.8526214
8.517301,0.27863047,11.695247,0.05506086,1.3862944,0.6931472,3.5553482,2,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
7.794707,0.27862912,9.769957,0.18330197,1.0986123,0.6931472,2.9957323,2,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
7.3366656,0.27859223,10.95954,0.03528553,1.3862944,0.6931472,3.713572,2,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
6.5528526,0.2785451,11.695247,0.007720706,1.609438,0.6931472,3.6109178,1,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
6.571745,0.2788825,10.768485,0.01988365,1.3862944,0.6931472,3.3672957,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
7.9645305,0.27862802,11.407565,0.042239215,1.3862944,0.6931472,3.713572,2,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.721211,0.2785821,10.221941,0.10837602,1.7917595,1.3862944,3.6888795,2,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
7.0893126,0.27858996,11.119883,0.02347122,1.609438,0.6931472,3.7376697,1,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.6476774,0.27860177,11.407565,0.030767825,1.9459101,0.6931472,3.5553482,2,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.537374,0.27860603,11.407565,0.02755462,1.0986123,0.6931472,3.583519,2,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.1158876,0.2785897,10.532096,0.04338597,2.0794415,1.0986123,3.9318256,3,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
5.906017,0.27850804,11.695247,0.004043187,1.0986123,0.6931472,3.5553482,2,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.175416,0.27860096,10.657259,0.040630255,1.3862944,0.6931472,3.4339871,2,0,0,0,1,0,0,0,0,0,1,0,0,26,1.8526214
7.42327,0.2786005,10.868568,0.042142533,1.3862944,0.6931472,3.4339871,1,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
6.990203,0.27859014,10.768485,0.030206686,1.3862944,0.6931472,3.5263605,1,0,0,0,1,0,0,0,1,0,0,0,0,26,1.8526214
8.705173,0.27864853,10.768485,0.16785349,1.3862944,0.6931472,3.218876,2,0,0,0,0,1,0,0,0,1,0,0,0,26,1.8526214
7.4849324,0.2786172,10.868568,0.044823676,1.7917595,0.6931472,3.912023,2,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
5.9463043,0.27855334,9.769957,0.028865775,1.0986123,0.6931472,2.944439,2,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
6.995241,0.27861938,11.042922,0.023073716,1.0986123,0,3.7841897,1,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
7.7126184,0.27862397,11.407565,0.03283295,1.3862944,0.6931472,3.3672957,2,0,1,0,0,0,0,0,0,0,0,0,0,26,1.8526214
6.510162,0.278548,11.695247,0.007398061,1.3862944,0.6931472,3.7376697,1,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
7.1628685,0.27858734,10.657259,0.040123075,1.0986123,0.6931472,4.204693,1,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
6.9588017,0.27851912,10.221941,0.050558683,1.3862944,1.0986123,3.637586,2,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
7.196652,0.27859664,10.532096,0.047035743,1.0986123,0.6931472,3.7376697,1,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
7.4014316,0.27861178,11.695247,0.018039282,1.0986123,0.6931472,3.871201,2,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
6.582585,0.27854484,11.695247,0.007953706,1.3862944,0.6931472,3.6109178,2,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
7.43184,0.27860457,11.695247,0.01859612,1.3862944,0.6931472,3.5263605,1,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
3.6306942,0.2818804,8.922658,0.006670345,1.0986123,0.6931472,3.0910425,2,0,0,0,1,0,0,0,0,0,1,0,0,26,1.8526214
6.4986124,0.2785229,10.768485,0.018474767,1.609438,0.6931472,3.637586,1,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
6.3432827,0.27858654,10.221941,0.027321752,1.3862944,0.6931472,3.0910425,2,0,0,0,1,0,0,0,0,0,0,1,0,26,1.8526214
8.147473,0.2784029,11.695247,0.038030356,1.7917595,1.0986123,3.637586,3,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.6272573,0.27862135,10.868568,0.051679716,1.7917595,0.6931472,3.5553482,1,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.936981,0.27862713,10.868568,0.07044237,1.3862944,0.6931472,3.5553482,2,0,0,0,1,0,0,0,1,0,0,0,0,26,1.8526214
7.5012326,0.27860647,11.695247,0.019932419,1.3862944,0.6931472,3.637586,1,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
6.2958136,0.2785443,10.657259,0.016858477,1.3862944,0.6931472,3.5263605,2,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
5.511511,0.2784861,10.868568,0.0062288,1.3862944,0.6931472,3.4011974,2,0,0,1,0,0,0,0,1,0,0,0,0,26,1.8526214
7.3477697,0.27804992,10.532096,0.05467895,1.7917595,0.6931472,3.6109178,2,0,0,0,1,0,0,0,0,1,0,0,0,26,1.8526214
7.5475764,0.2786568,11.695247,0.02087895,1.3862944,0.6931472,3.7376697,2,0,1,0,0,0,0,1,0,0,0,0,0,26,1.8526214
7.4230638,0.2785951,11.407565,0.02457794,1.3862944,1.0986123,3.713572,2,0,0,1,0,0,1,0,0,0,0,0,0,26,1.8526214
7.2611775,0.27859518,10.95954,0.032720048,1.3862944,0.6931472,3.6888795,2,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.4616218,0.27860114,11.042922,0.036783755,1.3862944,0.6931472,3.4011974,1,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
6.690452,0.2785683,10.532096,0.028351488,1.609438,0.6931472,3.4339871,1,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.3877006,0.27856252,11.119883,0.031630937,1.0986123,0.6931472,3.871201,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
7.9607935,0.27862188,11.695247,0.031561047,1.3862944,0.6931472,3.583519,2,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
8.284255,0.2786256,9.769957,0.29907057,1.7917595,0.6931472,3.988984,3,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
7.970133,0.2786257,11.695247,0.031857304,1.609438,0.6931472,3.6888795,1,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
6.900853,0.27861595,10.388995,0.040375736,1.3862944,0.6931472,3.7376697,2,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
6.3341255,0.2784862,10.657259,0.017515875,1.3862944,0.6931472,3.5263605,1,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.691286,0.2785805,11.407565,0.03213858,1.609438,1.3862944,3.8501475,4,0,0,1,0,0,0,0,1,0,0,0,0,26,1.8526214
6.8800106,0.27871805,10.388995,0.03954695,1.609438,1.3862944,3.1780539,2,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.3753533,0.2793828,11.258033,0.027233783,1.3862944,0.6931472,3.6109178,2,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
8.52456,0.27864572,11.695247,0.055462856,1.3862944,0.6931472,3.583519,1,0,1,0,0,0,0,0,0,1,0,0,0,26,1.8526214
5.996333,0.27857235,10.221941,0.019311862,1.0986123,0.6931472,3.1780539,1,0,1,0,0,0,1,0,0,0,0,0,0,26,1.8526214
8.05795,0.27847925,11.695247,0.034776364,1.3862944,0.6931472,3.6888795,2,0,1,0,0,0,0,0,1,0,0,0,0,26,1.8526214
7.0430746,0.2786193,10.95954,0.02630894,1.3862944,0.6931472,3.1354942,2,0,0,1,0,0,0,0,0,0,1,0,0,26,1.8526214
7.200137,0.2785986,11.695247,0.014750011,1.609438,0.6931472,3.637586,2,0,0,0,1,0,0,0,0,0,1,0,0,26,1.8526214
6.574114,0.27854475,11.119883,0.014020643,1.609438,0.6931472,3.7376697,2,0,0,0,0,1,0,0,0,0,1,0,0,26,1.8526214
7.25419,0.27859545,10.95954,0.032492213,1.609438,1.3862944,3.8286414,3,0,0,1,0,0,0,0,0,1,0,0,0,26,1.8526214
7.133839,0.2785951,10.532096,0.044172097,1.7917595,0.6931472,3.6109178,1,0,1,0,0,0,0,0,0,0,0,0,0,26,1.8526214
